z_window,sample,alpha_out,top_k,feature,union_rank,best_rank,mean_rank,best_hie_norm,best_p_value,regime_coverage_topk,best_regime_source,entry_rank,exit_rank,entry_hie_norm,exit_hie_norm
48,full_train,0.5,14,ret_accel_24_72_z,11,6.0,18.5,0.005747879372128173,0.0,1,entry,6.0,31.0,0.005747879372128173,0.002115886554998392
48,full_train,0.5,14,bb_width_20_sqrt_z,12,7.0,30.0,0.007944534973754414,0.0,1,exit,53.0,7.0,-5.098524693436524e-06,0.007944534973754414
48,full_train,0.5,14,ADX_72_scaled,13,8.0,9.0,0.0072154699188750615,0.0,2,entry,8.0,10.0,0.0052504659511423135,0.0072154699188750615
48,full_train,0.5,14,dist_to_high_168_sqrt_z,14,9.0,11.5,0.00750172417868239,0.0,2,exit,14.0,9.0,0.0034387225665687415,0.00750172417868239
48,full_train,0.5,20,ADX_30_scaled,1,1.0,14.5,0.010952555099637773,0.0,1,entry,1.0,28.0,0.010952555099637773,0.002572361785279975
48,full_train,0.5,20,price_pos_in_range_72_norm,2,1.0,14.0,0.010024271397473361,0.0,1,exit,27.0,1.0,0.002055416578908731,0.010024271397473361
48,full_train,0.5,20,RSI_72_bounded,3,2.0,3.0,0.010772649327063233,0.0,2,entry,2.0,4.0,0.010772649327063233,0.008636041357387936
48,full_train,0.5,20,RSI_14_bounded,4,2.0,5.5,0.009607337343090272,0.0,2,exit,9.0,2.0,0.004959444129802648,0.009607337343090272
48,full_train,0.5,20,NATR_14_z,5,3.0,18.5,0.00959475602139559,0.0,1,exit,34.0,3.0,0.000958992976433759,0.00959475602139559
48,full_train,0.5,20,ema_spread_100_200_z,6,3.0,10.0,0.009433415602975725,0.0,1,entry,3.0,17.0,0.009433415602975725,0.005120394923604499
48,full_train,0.5,20,dist_ema_50_z,7,4.0,25.0,0.0061753742143703105,0.0,1,entry,4.0,46.0,0.0061753742143703105,0.0007598149526124032
48,full_train,0.5,20,volatility_168_sqrt_z,8,5.0,6.0,0.008459218541499947,0.0,2,exit,7.0,5.0,0.005423098937457627,0.008459218541499947
48,full_train,0.5,20,RSI_30_bounded,9,5.0,6.5,0.00750717218390351,0.0,2,entry,5.0,8.0,0.006024287478988977,0.00750717218390351
48,full_train,0.5,20,ret_accel_72_168_z,10,6.0,18.0,0.008389126895255727,0.0,1,exit,30.0,6.0,0.0016680172546839067,0.008389126895255727
48,full_train,0.5,20,ret_accel_24_72_z,11,6.0,18.5,0.005747879372128173,0.0,1,entry,6.0,31.0,0.005747879372128173,0.002115886554998392
48,full_train,0.5,20,bb_width_20_sqrt_z,12,7.0,30.0,0.007944534973754414,0.0,1,exit,53.0,7.0,-5.098524693436524e-06,0.007944534973754414
48,full_train,0.5,20,ADX_72_scaled,13,8.0,9.0,0.0072154699188750615,0.0,2,entry,8.0,10.0,0.0052504659511423135,0.0072154699188750615
48,full_train,0.5,20,dist_to_high_168_sqrt_z,14,9.0,11.5,0.00750172417868239,0.0,2,exit,14.0,9.0,0.0034387225665687415,0.00750172417868239
48,full_train,0.5,20,MOM_pct_72_z,15,10.0,11.0,0.006222536620374808,0.0,2,entry,10.0,12.0,0.004468768707385329,0.006222536620374808
48,full_train,0.5,20,ema_spread_50_100_z,16,11.0,21.0,0.0066705797839184955,0.0,1,exit,31.0,11.0,0.0015962699045766193,0.0066705797839184955
48,full_train,0.5,20,log_ret_72_z,17,11.0,13.5,0.005138351681694742,0.0,1,entry,11.0,16.0,0.004217645798446967,0.005138351681694742
48,full_train,0.5,20,ADX_14_scaled,18,12.0,23.5,0.003972534988970655,0.0,1,entry,12.0,35.0,0.003972534988970655,0.0017330178670673102
48,full_train,0.5,20,volatility_24_sqrt_z,19,13.0,15.5,0.00604999861317751,0.0,1,exit,18.0,13.0,0.0025533538549781243,0.00604999861317751
48,full_train,0.5,20,range_sqrt_z,20,13.0,18.0,0.003723164630877851,0.0,1,entry,13.0,23.0,0.003723164630877851,0.003550999994242021
48,full_train,0.5,26,ADX_30_scaled,1,1.0,14.5,0.010952555099637773,0.0,1,entry,1.0,28.0,0.010952555099637773,0.002572361785279975
48,full_train,0.5,26,price_pos_in_range_72_norm,2,1.0,14.0,0.010024271397473361,0.0,1,exit,27.0,1.0,0.002055416578908731,0.010024271397473361
48,full_train,0.5,26,RSI_72_bounded,3,2.0,3.0,0.010772649327063233,0.0,2,entry,2.0,4.0,0.010772649327063233,0.008636041357387936
48,full_train,0.5,26,RSI_14_bounded,4,2.0,5.5,0.009607337343090272,0.0,2,exit,9.0,2.0,0.004959444129802648,0.009607337343090272
48,full_train,0.5,26,NATR_14_z,5,3.0,18.5,0.00959475602139559,0.0,1,exit,34.0,3.0,0.000958992976433759,0.00959475602139559
48,full_train,0.5,26,ema_spread_100_200_z,6,3.0,10.0,0.009433415602975725,0.0,1,entry,3.0,17.0,0.009433415602975725,0.005120394923604499
48,full_train,0.5,26,dist_ema_50_z,7,4.0,25.0,0.0061753742143703105,0.0,1,entry,4.0,46.0,0.0061753742143703105,0.0007598149526124032
48,full_train,0.5,26,volatility_168_sqrt_z,8,5.0,6.0,0.008459218541499947,0.0,2,exit,7.0,5.0,0.005423098937457627,0.008459218541499947
48,full_train,0.5,26,RSI_30_bounded,9,5.0,6.5,0.00750717218390351,0.0,2,entry,5.0,8.0,0.006024287478988977,0.00750717218390351
48,full_train,0.5,26,ret_accel_72_168_z,10,6.0,18.0,0.008389126895255727,0.0,1,exit,30.0,6.0,0.0016680172546839067,0.008389126895255727
48,full_train,0.5,26,ret_accel_24_72_z,11,6.0,18.5,0.005747879372128173,0.0,1,entry,6.0,31.0,0.005747879372128173,0.002115886554998392
48,full_train,0.5,26,bb_width_20_sqrt_z,12,7.0,30.0,0.007944534973754414,0.0,1,exit,53.0,7.0,-5.098524693436524e-06,0.007944534973754414
48,full_train,0.5,26,ADX_72_scaled,13,8.0,9.0,0.0072154699188750615,0.0,2,entry,8.0,10.0,0.0052504659511423135,0.0072154699188750615
48,full_train,0.5,26,dist_to_high_168_sqrt_z,14,9.0,11.5,0.00750172417868239,0.0,2,exit,14.0,9.0,0.0034387225665687415,0.00750172417868239
48,full_train,0.5,26,MOM_pct_72_z,15,10.0,11.0,0.006222536620374808,0.0,2,entry,10.0,12.0,0.004468768707385329,0.006222536620374808
48,full_train,0.5,26,ema_spread_50_100_z,16,11.0,21.0,0.0066705797839184955,0.0,1,exit,31.0,11.0,0.0015962699045766193,0.0066705797839184955
48,full_train,0.5,26,log_ret_72_z,17,11.0,13.5,0.005138351681694742,0.0,1,entry,11.0,16.0,0.004217645798446967,0.005138351681694742
48,full_train,0.5,26,ADX_14_scaled,18,12.0,23.5,0.003972534988970655,0.0,1,entry,12.0,35.0,0.003972534988970655,0.0017330178670673102
48,full_train,0.5,26,volatility_24_sqrt_z,19,13.0,15.5,0.00604999861317751,0.0,1,exit,18.0,13.0,0.0025533538549781243,0.00604999861317751
48,full_train,0.5,26,range_sqrt_z,20,13.0,18.0,0.003723164630877851,0.0,1,entry,13.0,23.0,0.003723164630877851,0.003550999994242021
48,full_train,0.5,26,vol_ratio_72_log1p_z,21,14.0,30.5,0.0060420954352140566,0.0,1,exit,47.0,14.0,-8.31732108297345e-07,0.0060420954352140566
48,full_train,0.5,26,ema_spread_21_50_z,22,15.0,19.5,0.005674882859769359,0.0,0,exit,24.0,15.0,0.0021273809096712393,0.005674882859769359
48,full_train,0.5,26,ret_accel_6_24_z,23,15.0,20.5,0.0034358734641845023,0.0,0,entry,15.0,26.0,0.0034358734641845023,0.002870864000853013
48,full_train,0.5,26,dist_ema_100_z,24,16.0,24.0,0.002803611968051234,0.0,0,entry,16.0,32.0,0.002803611968051234,0.0021105278349911605
48,full_train,0.5,26,dist_to_high_72_sqrt_z,25,17.0,21.0,0.0033520357569111203,0.0,0,entry,17.0,25.0,0.002659385510920931,0.0033520357569111203
48,full_train,0.5,26,vol_ratio_24_log1p_z,26,18.0,28.5,0.004765709607675472,0.0,0,exit,39.0,18.0,0.0002490028756726437,0.004765709607675472
48,late_train,0.5,7,MOM_pct_72_z,1,1.0,1.5,0.040865450268938674,0.0,2,entry,1.0,2.0,0.040865450268938674,0.013547715840754537
48,late_train,0.5,7,log_ret_72_z,2,1.0,1.5,0.04045723635437015,0.0,2,exit,2.0,1.0,0.04045723635437015,0.014748064805120031
48,late_train,0.5,7,ret_accel_72_168_z,3,3.0,3.0,0.03636900851020625,0.0,2,both_tie,3.0,3.0,0.03636900851020625,0.006936915467330218
48,late_train,0.5,7,ret_accel_24_72_z,4,4.0,4.5,0.03536012554529977,0.0,2,entry,4.0,5.0,0.03536012554529977,0.0038458868960434822
48,late_train,0.5,7,volatility_168_sqrt_z,5,4.0,5.0,0.030548523071461886,0.0,2,exit,6.0,4.0,0.030548523071461886,0.0054265780776284744
48,late_train,0.5,7,ema_spread_50_100_z,6,5.0,7.0,0.034884154322680105,0.0,2,entry,5.0,9.0,0.034884154322680105,0.0023558019879894587
48,late_train,0.5,7,price_pos_in_range_72_norm,7,6.0,8.5,0.025517922040762975,0.0,2,exit,11.0,6.0,0.025517922040762975,0.0033220040121546557
48,late_train,0.5,14,MOM_pct_72_z,1,1.0,1.5,0.040865450268938674,0.0,2,entry,1.0,2.0,0.040865450268938674,0.013547715840754537
48,late_train,0.5,14,log_ret_72_z,2,1.0,1.5,0.04045723635437015,0.0,2,exit,2.0,1.0,0.04045723635437015,0.014748064805120031
48,late_train,0.5,14,ret_accel_72_168_z,3,3.0,3.0,0.03636900851020625,0.0,2,both_tie,3.0,3.0,0.03636900851020625,0.006936915467330218
48,late_train,0.5,14,ret_accel_24_72_z,4,4.0,4.5,0.03536012554529977,0.0,2,entry,4.0,5.0,0.03536012554529977,0.0038458868960434822
48,late_train,0.5,14,volatility_168_sqrt_z,5,4.0,5.0,0.030548523071461886,0.0,2,exit,6.0,4.0,0.030548523071461886,0.0054265780776284744
48,late_train,0.5,14,ema_spread_50_100_z,6,5.0,7.0,0.034884154322680105,0.0,2,entry,5.0,9.0,0.034884154322680105,0.0023558019879894587
48,late_train,0.5,14,price_pos_in_range_72_norm,7,6.0,8.5,0.025517922040762975,0.0,2,exit,11.0,6.0,0.025517922040762975,0.0033220040121546557
48,late_train,0.5,14,price_pos_in_range_24_norm,8,7.0,7.0,0.029153924123698827,0.0,2,both_tie,7.0,7.0,0.029153924123698827,0.0032186447302123833
48,late_train,0.5,14,volatility_72_sqrt_z,9,8.0,20.0,0.02709336160635878,0.0,1,entry,8.0,32.0,0.02709336160635878,4.158561112022063e-06
48,late_train,0.5,14,ema_slope_100_z,10,8.0,15.0,0.017936069061441573,0.0,1,exit,22.0,8.0,0.017936069061441573,0.002360520103502406
48,late_train,0.5,14,ADX_30_scaled,11,9.0,11.0,0.02691714993576738,0.0,2,entry,9.0,13.0,0.02691714993576738,0.0013765329668645743
48,late_train,0.5,14,MACD_hist_pct_z,12,10.0,11.5,0.02200493833051448,0.0,2,exit,13.0,10.0,0.02200493833051448,0.0023484960381213726
48,late_train,0.5,14,ema_spread_100_200_z,13,10.0,30.0,0.026767823284377268,0.0,1,entry,10.0,50.0,0.026767823284377268,-1.2062093065035029e-05
48,late_train,0.5,14,bb_width_20_sqrt_z,14,11.0,20.5,0.01469427362073955,0.0,1,exit,30.0,11.0,0.01469427362073955,0.002249384914174146
48,late_train,0.5,20,MOM_pct_72_z,1,1.0,1.5,0.040865450268938674,0.0,2,entry,1.0,2.0,0.040865450268938674,0.013547715840754537
48,late_train,0.5,20,log_ret_72_z,2,1.0,1.5,0.04045723635437015,0.0,2,exit,2.0,1.0,0.04045723635437015,0.014748064805120031
48,late_train,0.5,20,ret_accel_72_168_z,3,3.0,3.0,0.03636900851020625,0.0,2,both_tie,3.0,3.0,0.03636900851020625,0.006936915467330218
48,late_train,0.5,20,ret_accel_24_72_z,4,4.0,4.5,0.03536012554529977,0.0,2,entry,4.0,5.0,0.03536012554529977,0.0038458868960434822
48,late_train,0.5,20,volatility_168_sqrt_z,5,4.0,5.0,0.030548523071461886,0.0,2,exit,6.0,4.0,0.030548523071461886,0.0054265780776284744
48,late_train,0.5,20,ema_spread_50_100_z,6,5.0,7.0,0.034884154322680105,0.0,2,entry,5.0,9.0,0.034884154322680105,0.0023558019879894587
48,late_train,0.5,20,price_pos_in_range_72_norm,7,6.0,8.5,0.025517922040762975,0.0,2,exit,11.0,6.0,0.025517922040762975,0.0033220040121546557
48,late_train,0.5,20,price_pos_in_range_24_norm,8,7.0,7.0,0.029153924123698827,0.0,2,both_tie,7.0,7.0,0.029153924123698827,0.0032186447302123833
48,late_train,0.5,20,volatility_72_sqrt_z,9,8.0,20.0,0.02709336160635878,0.0,1,entry,8.0,32.0,0.02709336160635878,4.158561112022063e-06
48,late_train,0.5,20,ema_slope_100_z,10,8.0,15.0,0.017936069061441573,0.0,1,exit,22.0,8.0,0.017936069061441573,0.002360520103502406
48,late_train,0.5,20,ADX_30_scaled,11,9.0,11.0,0.02691714993576738,0.0,2,entry,9.0,13.0,0.02691714993576738,0.0013765329668645743
48,late_train,0.5,20,MACD_hist_pct_z,12,10.0,11.5,0.02200493833051448,0.0,2,exit,13.0,10.0,0.02200493833051448,0.0023484960381213726
48,late_train,0.5,20,ema_spread_100_200_z,13,10.0,30.0,0.026767823284377268,0.0,1,entry,10.0,50.0,0.026767823284377268,-1.2062093065035029e-05
48,late_train,0.5,20,bb_width_20_sqrt_z,14,11.0,20.5,0.01469427362073955,0.0,1,exit,30.0,11.0,0.01469427362073955,0.002249384914174146
48,late_train,0.5,20,price_pos_in_range_168_norm,15,12.0,13.0,0.023956702348734038,0.0,2,entry,12.0,14.0,0.023956702348734038,0.0010634360975482204
48,late_train,0.5,20,NATR_14_z,16,12.0,22.5,0.013983900587565878,0.0,1,exit,33.0,12.0,0.013983900587565878,0.00157547725620244
48,late_train,0.5,20,RSI_30_bounded,17,14.0,30.0,0.020690739615296383,0.0,1,entry,14.0,46.0,0.020690739615296383,-9.387629925083907e-06
48,late_train,0.5,20,dist_to_high_24_sqrt_z,18,15.0,24.0,0.020618508902266297,0.0,0,entry,15.0,33.0,0.020618508902266297,3.2890749126490704e-06
48,late_train,0.5,20,dist_to_high_72_sqrt_z,19,15.0,20.0,0.017008908713016968,0.0,0,exit,25.0,15.0,0.017008908713016968,0.0007241108865922996
48,late_train,0.5,20,ADX_14_scaled,20,16.0,21.5,0.020050195057142006,0.0,0,entry,16.0,27.0,0.020050195057142006,8.456500853459836e-06
48,late_train,0.5,26,MOM_pct_72_z,1,1.0,1.5,0.040865450268938674,0.0,2,entry,1.0,2.0,0.040865450268938674,0.013547715840754537
48,late_train,0.5,26,log_ret_72_z,2,1.0,1.5,0.04045723635437015,0.0,2,exit,2.0,1.0,0.04045723635437015,0.014748064805120031
48,late_train,0.5,26,ret_accel_72_168_z,3,3.0,3.0,0.03636900851020625,0.0,2,both_tie,3.0,3.0,0.03636900851020625,0.006936915467330218
48,late_train,0.5,26,ret_accel_24_72_z,4,4.0,4.5,0.03536012554529977,0.0,2,entry,4.0,5.0,0.03536012554529977,0.0038458868960434822
48,late_train,0.5,26,volatility_168_sqrt_z,5,4.0,5.0,0.030548523071461886,0.0,2,exit,6.0,4.0,0.030548523071461886,0.0054265780776284744
48,late_train,0.5,26,ema_spread_50_100_z,6,5.0,7.0,0.034884154322680105,0.0,2,entry,5.0,9.0,0.034884154322680105,0.0023558019879894587
48,late_train,0.5,26,price_pos_in_range_72_norm,7,6.0,8.5,0.025517922040762975,0.0,2,exit,11.0,6.0,0.025517922040762975,0.0033220040121546557
48,late_train,0.5,26,price_pos_in_range_24_norm,8,7.0,7.0,0.029153924123698827,0.0,2,both_tie,7.0,7.0,0.029153924123698827,0.0032186447302123833
48,late_train,0.5,26,volatility_72_sqrt_z,9,8.0,20.0,0.02709336160635878,0.0,1,entry,8.0,32.0,0.02709336160635878,4.158561112022063e-06
48,late_train,0.5,26,ema_slope_100_z,10,8.0,15.0,0.017936069061441573,0.0,1,exit,22.0,8.0,0.017936069061441573,0.002360520103502406
48,late_train,0.5,26,ADX_30_scaled,11,9.0,11.0,0.02691714993576738,0.0,2,entry,9.0,13.0,0.02691714993576738,0.0013765329668645743
48,late_train,0.5,26,MACD_hist_pct_z,12,10.0,11.5,0.02200493833051448,0.0,2,exit,13.0,10.0,0.02200493833051448,0.0023484960381213726
48,late_train,0.5,26,ema_spread_100_200_z,13,10.0,30.0,0.026767823284377268,0.0,1,entry,10.0,50.0,0.026767823284377268,-1.2062093065035029e-05
48,late_train,0.5,26,bb_width_20_sqrt_z,14,11.0,20.5,0.01469427362073955,0.0,1,exit,30.0,11.0,0.01469427362073955,0.002249384914174146
48,late_train,0.5,26,price_pos_in_range_168_norm,15,12.0,13.0,0.023956702348734038,0.0,2,entry,12.0,14.0,0.023956702348734038,0.0010634360975482204
48,late_train,0.5,26,NATR_14_z,16,12.0,22.5,0.013983900587565878,0.0,1,exit,33.0,12.0,0.013983900587565878,0.00157547725620244
48,late_train,0.5,26,RSI_30_bounded,17,14.0,30.0,0.020690739615296383,0.0,1,entry,14.0,46.0,0.020690739615296383,-9.387629925083907e-06
48,late_train,0.5,26,dist_to_high_24_sqrt_z,18,15.0,24.0,0.020618508902266297,0.0,0,entry,15.0,33.0,0.020618508902266297,3.2890749126490704e-06
48,late_train,0.5,26,dist_to_high_72_sqrt_z,19,15.0,20.0,0.017008908713016968,0.0,0,exit,25.0,15.0,0.017008908713016968,0.0007241108865922996
48,late_train,0.5,26,ADX_14_scaled,20,16.0,21.5,0.020050195057142006,0.0,0,entry,16.0,27.0,0.020050195057142006,8.456500853459836e-06
48,late_train,0.5,26,RSI_72_bounded,21,16.0,18.0,0.019033143277460474,0.0,0,exit,20.0,16.0,0.019033143277460474,0.00032173765728171766
48,late_train,0.5,26,ADX_72_scaled,22,17.0,17.0,0.019951977677881372,0.0,0,both_tie,17.0,17.0,0.019951977677881372,0.0002415222929329497
48,late_train,0.5,26,bb_pos_20_norm,23,18.0,36.0,0.019567115157341608,0.0,0,entry,18.0,54.0,0.019567115157341608,-2.7437213028780327e-05
48,late_train,0.5,26,dist_to_low_72_sqrt_z,24,18.0,27.0,0.013836011911834645,0.0,0,exit,36.0,18.0,0.013836011911834645,0.00020888399081897546
48,late_train,0.5,26,ema_slope_200_z,25,19.0,36.0,0.019330252127464365,0.0,0,entry,19.0,53.0,0.019330252127464365,-2.3363546245325217e-05
48,late_train,0.5,26,RSI_14_bounded,26,19.0,21.5,0.017559405250007043,0.0,0,exit,24.0,19.0,0.017559405250007043,0.00010128761725403113
48,mid_train,0.5,7,price_pos_in_range_168_norm,1,1.0,5.5,0.02593181254305249,0.0,2,exit,10.0,1.0,0.011002321578084784,0.02593181254305249
48,mid_train,0.5,7,RSI_72_bounded,2,1.0,2.5,0.01794415086233414,0.0,2,entry,1.0,4.0,0.01794415086233414,0.017892416982211057
48,mid_train,0.5,7,ADX_30_scaled,3,2.0,4.5,0.017693416365659798,0.0,2,entry,2.0,7.0,0.017693416365659798,0.01670462888550106
48,mid_train,0.5,7,log_ret_168_z,4,2.0,12.5,0.020202226855457306,0.0,1,exit,23.0,2.0,0.006089082055279582,0.020202226855457306
48,mid_train,0.5,7,bb_width_20_sqrt_z,5,3.0,12.0,0.018614339278651637,0.0,1,exit,21.0,3.0,0.006485069565594137,0.018614339278651637
48,mid_train,0.5,7,dist_ema_50_z,6,3.0,18.0,0.01760925393938184,0.0,1,entry,3.0,33.0,0.01760925393938184,0.007418543132829802
48,mid_train,0.5,7,RSI_14_bounded,7,4.0,7.0,0.014830028944067264,0.0,2,entry,4.0,10.0,0.014080476950843579,0.014830028944067264
48,mid_train,0.5,14,price_pos_in_range_168_norm,1,1.0,5.5,0.02593181254305249,0.0,2,exit,10.0,1.0,0.011002321578084784,0.02593181254305249
